citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:45:27.749435031Z 2018-11-03 18:45:27 [XNIO-2 task-19] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:46:00.571543538Z 2018-11-03 18:46:00 [XNIO-2 task-18] INFO  com.citic.activity.promotion.controller.LotteryController - seed is:0.89343166,uid is:,may product is:8
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:46:00.584641835Z 2018-11-03 18:46:00 [async-service-1] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - getSign error, intput is UserInfoRequest(channelId=efead0d8420e4664a865e5462eb9b97f, sign=null, userToken=e8b8ee7d6d63b1b0bfeb36d4334cc6cb, citic_open_id=null, channel_token=null)
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:46:00.591845644Z 2018-11-03 18:46:00 [async-service-1] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 input is {"rightsId":"6fe9441d-2243-4e5f-92a2-af725986f3e3","sign":"aivA9Akjx1te0cmHqFmEYVUCjobV8nt/QccUPkpaIPHFF3ogJ517ogSp5ybc+XaVujxIhyoTBu6A/H5UOjeZXg==","channelId":"efead0d8420e4664a865e5462eb9b97f"}
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:46:01.215387123Z 2018-11-03 18:46:01 [async-service-1] INFO  com.citic.activity.promotion.executor.AsyncPushDroitExecutor - 书院权益发放 output is {"status":100}
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:53:02.960162731Z 2018-11-03 18:53:02 [XNIO-2 task-3] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:53:35.906360449Z 2018-11-03 18:53:35 [XNIO-2 task-7] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:54:17.297680258Z 2018-11-03 18:54:17 [XNIO-2 task-14] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:55:03.913031373Z 2018-11-03 18:55:03 [XNIO-2 task-17] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:55:34.549580456Z 2018-11-03 18:55:34 [XNIO-2 task-4] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:55:56.987572310Z 2018-11-03 18:55:56 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:55:58.014646106Z 2018-11-03 18:55:58 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:56:08.817301338Z 2018-11-03 18:56:08 [XNIO-2 task-7] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:56:22.610303273Z 2018-11-03 18:56:22 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:56:36.791810203Z 2018-11-03 18:56:36 [XNIO-2 task-14] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:46:04.182470791Z 2018-11-03 18:46:04 [XNIO-2 task-14] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":264702143229853696,"phone":"15006923568","citicOpenId":"CD0C485049C24E8E98C2292099BC3BDD","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:46:04.182534254Z 2018-11-03 18:46:04 [XNIO-2 task-14] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"CD0C485049C24E8E98C2292099BC3BDD","isAuthenticated":false,"level":"0","phone":"15006923568","uid":264702143229853696}
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:46:12.478377974Z 2018-11-03 18:46:12 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:46:42.127028325Z 2018-11-03 18:46:42 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:46:43.283027266Z 2018-11-03 18:46:43 [XNIO-2 task-5] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265551267051339776,"phone":"15800782776","citicOpenId":"ADFB2615C48F4FA5ABE0D8CCBBF4FF0F","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_5  | 2018-11-03T10:45:05.703295464Z 2018-11-03 18:45:05 [XNIO-2 task-19] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"941C7B0688614DE5A4C24D462B6C673A","isAuthenticated":false,"level":"1","phone":"15143353985","uid":265551053640957952}
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:46:43.283093418Z 2018-11-03 18:46:43 [XNIO-2 task-5] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"ADFB2615C48F4FA5ABE0D8CCBBF4FF0F","isAuthenticated":false,"level":"0","phone":"15800782776","uid":265551267051339776}
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:46:57.225742742Z 2018-11-03 18:46:57 [XNIO-2 task-10] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:47:02.148585693Z 2018-11-03 18:47:02 [XNIO-2 task-13] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:47:29.924169594Z 2018-11-03 18:47:29 [XNIO-2 task-17] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:47:36.515915563Z 2018-11-03 18:47:36 [XNIO-2 task-15] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:47:39.427205130Z 2018-11-03 18:47:39 [XNIO-2 task-16] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:47:47.998082361Z 2018-11-03 18:47:47 [AsyncResolver-bootstrap-executor-0] INFO  com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:48:18.915890532Z 2018-11-03 18:48:18 [XNIO-2 task-14] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:48:19.225822759Z 2018-11-03 18:48:19 [XNIO-2 task-2] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265551864773214208,"phone":"13665666475","citicOpenId":"42761D2850B6424392A6D1EC27C0B1ED","isAuthenticated":false,"level":"1","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:48:19.225900587Z 2018-11-03 18:48:19 [XNIO-2 task-2] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"42761D2850B6424392A6D1EC27C0B1ED","isAuthenticated":false,"level":"1","phone":"13665666475","uid":265551864773214208}
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:56:38.645976884Z 2018-11-03 18:56:38 [AsyncResolver-bootstrap-executor-0] INFO  com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:57:07.230173014Z 2018-11-03 18:57:07 [XNIO-2 task-2] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:57:20.746961605Z 2018-11-03 18:57:20 [XNIO-2 task-4] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:57:46.458174707Z 2018-11-03 18:57:46 [XNIO-2 task-3] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:59:03.643542709Z 2018-11-03 18:59:03 [XNIO-2 task-10] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:59:31.782265191Z 2018-11-03 18:59:31 [XNIO-2 task-13] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:59:32.173450668Z 2018-11-03 18:59:32 [XNIO-2 task-15] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":264856694129950720,"phone":"18366015291","citicOpenId":"986335D68ABE4A53ACEB034204A406C2","isAuthenticated":false,"level":"0","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T10:59:32.173496026Z 2018-11-03 18:59:32 [XNIO-2 task-15] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"986335D68ABE4A53ACEB034204A406C2","isAuthenticated":false,"level":"0","phone":"18366015291","uid":264856694129950720}
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:00:19.676754705Z 2018-11-03 19:00:19 [XNIO-2 task-16] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:00:56.437900367Z 2018-11-03 19:00:56 [XNIO-2 task-19] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:01:15.341804715Z 2018-11-03 19:01:15 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:01:23.816839780Z 2018-11-03 19:01:23 [XNIO-2 task-1] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:01:38.646347365Z 2018-11-03 19:01:38 [AsyncResolver-bootstrap-executor-0] INFO  com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:02:15.715118729Z 2018-11-03 19:02:15 [XNIO-2 task-9] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:03:11.904162777Z 2018-11-03 19:03:11 [XNIO-2 task-13] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:03:40.608689484Z 2018-11-03 19:03:40 [XNIO-2 task-12] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:04:41.773814094Z 2018-11-03 19:04:41 [XNIO-2 task-20] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:04:51.637761395Z 2018-11-03 19:04:51 [XNIO-2 task-1] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:05:02.553684961Z 2018-11-03 19:05:02 [XNIO-2 task-3] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:05:34.089927344Z 2018-11-03 19:05:34 [XNIO-2 task-9] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:05:34.956969199Z 2018-11-03 19:05:34 [XNIO-2 task-7] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265556203738759168,"phone":"13855203155","citicOpenId":"CC7644195C39404C80F03D6C43711606","isAuthenticated":false,"level":"3","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:05:34.957052808Z 2018-11-03 19:05:34 [XNIO-2 task-7] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"CC7644195C39404C80F03D6C43711606","isAuthenticated":false,"level":"3","phone":"13855203155","uid":265556203738759168}
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:05:51.319920484Z 2018-11-03 19:05:51 [XNIO-2 task-8] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:05:52.541640207Z 2018-11-03 19:05:52 [XNIO-2 task-11] INFO  com.citic.activity.promotion.filter.CheckFilter - 请求用户联盟结果{"statusCode":200,"message":"success","data":{"uid":265556203738759168,"phone":"13855203155","citicOpenId":"CC7644195C39404C80F03D6C43711606","isAuthenticated":false,"level":"3","activityType":"4"}}
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:05:52.541708238Z 2018-11-03 19:05:52 [XNIO-2 task-11] INFO  com.citic.activity.promotion.filter.CheckFilter - get userInfo result is {"activityType":"4","citicOpenId":"CC7644195C39404C80F03D6C43711606","isAuthenticated":false,"level":"3","phone":"13855203155","uid":265556203738759168}
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:05:52.542834748Z 2018-11-03 19:05:52 [XNIO-2 task-11] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:05:52.550668223Z 2018-11-03 19:05:52 [XNIO-2 task-11] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:15:53 CST 2018,结束时间：Sat Oct 26 17:16:16 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:05:52.553203390Z 2018-11-03 19:05:52 [XNIO-2 task-11] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:11 CST 2018,结束时间：Sat Oct 26 17:16:26 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:05:52.555040646Z 2018-11-03 19:05:52 [XNIO-2 task-11] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:07 CST 2018,结束时间：Sat Oct 26 17:16:32 CST 2019
       citic-activity-promotion_citic-activity-promotion_4  | 2018-11-03T11:05:52.556672307Z 2018-11-03 19:05:52 [XNIO-2 task-11] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 17:16:05 CST 2018,结束时间：Sat Oct 26 17:16:21 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:48:26.533670888Z 2018-11-03 18:48:26 [XNIO-2 task-4] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:48:36.940931135Z 2018-11-03 18:48:36 [XNIO-2 task-3] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:48:46.744401767Z 2018-11-03 18:48:46 [XNIO-2 task-6] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
       citic-activity-promotion_citic-activity-promotion_6  | 2018-11-03T10:49:42.640026671Z 2018-11-03 18:49:42 [XNIO-2 task-11] INFO  com.citic.activity.promotion.utils.DateUnit - 开始时间：Wed Oct 17 13:40:51 CST 2018,结束时间：Sat Oct 26 22:00:00 CST 2019
